index,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste
1065,1311,Hummingbird,Canada,2014,Bolivia,"Bolivia, Bo-nib-ia, w/ nibs, batch 78",70.0,3.0,3,1,1,0,0,0,1,0,woody,floral,metallic,
1066,1311,Hummingbird,Canada,2014,Nicaragua,"Momotombo, batch 74",70.0,3.0,3,1,1,0,0,0,1,0,earthy,metallic edge,,
1067,1542,Hummingbird,Canada,2015,Vietnam,Lam Dong,70.0,3.5,3,1,1,0,0,0,1,0,spicy,mild roasty,,
1068,733,Idilio (Felchlin),Switzerland,2011,Venezuela,"Porcelana, Zulia",74.0,4.0,3,1,1,0,0,0,1,0,creamy,nutty,delicate fruit,
1069,737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Carenero Superior, Urrutia, Barlovento",70.0,4.0,3,1,1,0,0,0,1,0,creamy,nutty,fruity,
1070,737,Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona w/ nibs,72.0,4.0,3,1,1,0,0,0,1,0,peanut,coffee,cocoa,bread
1071,737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",72.0,4.0,3,1,1,0,0,0,1,0,creamy,nutty,earthy,
1072,725,Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona,72.0,3.75,3,1,1,0,0,0,1,0,creamy,cocoa,lemon,
1073,725,Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",72.0,3.75,3,1,1,0,0,0,1,0,creamy,roasted nuts,fatty,
1074,733,Idilio (Felchlin),Switzerland,2011,Venezuela,"Ocumare, H. Cata, 48hr c.",72.0,3.75,3,1,1,0,0,0,1,0,creamy,nutty,cocoa,
1075,737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Ocumare, H. Cata, w/ nibs",72.0,3.5,3,1,1,0,0,0,1,0,creamy,nutty,muted,
1076,729,Idilio (Felchlin),Switzerland,2011,Venezuela,"Choroni, Finca Torres, 48hr c.",72.0,3.25,3,1,1,0,0,0,1,0,creamy,sour,raisin,
1077,1085,Idilio (Felchlin),Switzerland,2013,Venezuela,"Chuao, (Choroni, Ven.)",72.0,3.75,3,1,1,0,0,0,1,0,fatty,rich,berry notes,
1078,1788,Indah,India,2016,India,India (south),61.0,2.5,4,1,1,0,1,0,1,0,sour,sweet,rubber,
1079,821,Indaphoria,United States of America,2012,Dominican republic,La Red,70.0,3.25,3,1,1,0,0,0,0,1,heavy roast,black licorice,,
1080,907,Indaphoria,United States of America,2012,Dominican republic,"Conacado, Manifesto",70.0,2.75,3,1,1,0,0,0,0,1,sandy,strawberry,coconut,
1081,1255,Indi,United States of America,2014,Honduras,Honduras,77.0,3.0,3,1,1,0,0,0,1,0,buttery,intense,spice,roasty
1082,2008,Indi,United States of America,2017,Vietnam,Lam Dong,72.0,3.25,3,1,1,0,0,0,1,0,molasses,roasty,,
1083,943,iQ Chocolate,Scotland,2012,Peru,black label,72.0,3.0,4,1,1,0,1,0,0,1,sandy,caramel,,
1084,943,iQ Chocolate,Scotland,2012,Peru,"Satipo region, white label",72.0,2.75,4,1,1,0,1,0,0,1,very sandy,sweet,spicy,
1085,1275,Isidro,United States of America,2014,Madagascar,"Madagascar, batch 27",72.0,3.5,2,1,0,0,0,0,1,0,intense,tart,earthy,
1086,1279,Isidro,United States of America,2014,Belize,"Belize, batch 26",72.0,3.25,2,1,0,0,0,0,1,0,mild metallic,spice,tea,
1087,1279,Isidro,United States of America,2014,Dominican republic,"Dominican Republic, batch 30",72.0,3.25,2,1,0,0,0,0,1,0,roasty,nutty,spicy,
1088,1279,Isidro,United States of America,2014,Peru,"Peru, batch 25",72.0,2.25,2,1,0,0,0,0,1,0,off notes,pungent,,
1089,2250,Islands Chocolate,St.vincent-grenadines,2018,St.vincent-grenadines,Perseverance E.,72.0,2.75,4,1,1,0,1,0,1,0,woody,meaty,vegetal,
1090,1542,Izard,United States of America,2015,Belize,"Maya Mountain, Toledo, Batch 29",70.0,3.5,2,1,0,0,0,0,1,0,intense,cherry,rich,metallic
1091,1546,Izard,United States of America,2015,Dominican republic,"Elvesia P., Batch 32",70.0,2.75,2,1,0,0,0,0,1,0,intense,molasses,fruit,
1092,5,Jacque Torres,United States of America,2006,Ghana,Trinatario Treasure,71.0,2.0,5,1,1,1,1,0,1,0,gritty,unrefined,off notes,
1093,2146,Jean Marie Auboine,United States of America,2018,Venezuela,"Venezuela, batch 107",72.0,3.25,3,1,1,0,0,0,1,0,sandy,sweet,,
1094,2008,Johnny Iuzzini,United States of America,2017,Ecuador,"Costa Esmeralda, Batch 30",78.0,3.75,4,1,1,0,1,0,1,0,full bodied,floral,,
1095,1972,Johnny Iuzzini,United States of America,2017,Venezuela,"Ocumare, Cuyagua",72.0,3.5,3,1,1,0,0,0,1,0,dairy,nutty,butterscotch,
1096,1976,Johnny Iuzzini,United States of America,2017,Vietnam,"Tien Giang, Mekong Delta",65.0,3.5,4,1,1,0,1,0,1,0,sweet,fruity,vanilla,
1097,1980,Johnny Iuzzini,United States of America,2017,Ecuador,Camino Verde P.,70.0,3.5,4,1,1,0,1,0,1,0,floral,bourbon,salt,
1098,2008,Johnny Iuzzini,United States of America,2017,Madagascar,"Sambirano Valley, Batch 7",68.0,3.5,5,1,1,1,1,0,1,0,vanilla,gateway,,
1099,1976,Johnny Iuzzini,United States of America,2017,Jamaica,Mount Pleasant,67.0,3.0,4,1,1,0,1,0,1,0,candy like,sweet,dairy,
1100,1976,Johnny Iuzzini,United States of America,2017,Peru,"San Martin, Oro Verde",75.0,3.0,4,1,1,0,1,0,1,0,floral,tobacco,candied,
1101,2104,Johnny Iuzzini,United States of America,2018,Colombia,"Tumaco, batch 2",73.0,3.25,4,1,1,0,1,0,1,0,complex,bold,gritty,
1102,2104,Johnny Iuzzini,United States of America,2018,Trinidad,"Tabaquite, batch 12",80.0,3.25,4,1,1,0,1,0,1,0,bold,spice,sour fruit,gritty
1103,2100,Johnny Iuzzini,United States of America,2018,India,"Anamalai, batch 8",66.0,3.0,4,1,1,0,1,0,1,0,gritty,coffee,sweet,hammy
1104,1534,Jordis,Czech republic,2015,Madagascar,Madagascar,63.0,2.75,2,1,0,0,0,0,1,0,off note,vanilla,basic cocoa,
1105,2458,Jordis,Czech republic,2020,Venezuela,Chuao,75.0,2.75,3,1,1,0,0,0,1,0,harsh,burnt nuts,powdery,
1106,2218,Kad Kokoa,Thailand,2018,Thailand,Prachuap Khiri Khan,70.0,3.75,3,1,1,0,0,0,1,0,brownie,,,
1107,2214,Kad Kokoa,Thailand,2018,Thailand,Chantaburi,70.0,3.5,3,1,1,0,0,0,1,0,nutty,cocoa,sour veggie,
1108,2218,Kad Kokoa,Thailand,2018,Thailand,Chiang Mai,70.0,3.5,3,1,1,0,0,0,1,0,herbal,tea-like,,
1109,2218,Kad Kokoa,Thailand,2018,Thailand,Chumphon,70.0,3.0,3,1,1,0,0,0,1,0,floral,earthy,grassy,
1110,1061,Kah Kow,Dominican republic,2013,Dominican republic,"Rizek Cacao, Cibao Valley, Rizek",70.0,3.5,5,1,1,1,1,0,1,0,raisins,prunes,,
1111,1069,Kah Kow,Dominican republic,2013,Dominican republic,"Rizek Cacao, Domin. Rep.",55.0,3.25,5,1,1,1,1,0,1,0,very sweet,basic cocoa,,
1112,1073,Kah Kow,Dominican republic,2013,Dominican republic,"Rizek Cacao, Domin. Rep.",62.0,3.25,5,1,1,1,1,0,1,0,candy-like,peanut butter,,
1113,1069,Kah Kow,Dominican republic,2013,Dominican republic,"Rizek Cacao, Domin. Rep.",82.0,3.0,5,1,1,1,1,0,1,0,nutty,sour milk,off note,
1114,2422,Kah Kow - USA,Dominican republic,2019,Dominican republic,"Dominican Nacional, Collection 01",68.0,3.75,4,1,1,0,1,0,1,0,creamy,floral,dried fruit,
1115,2454,Kah Kow - USA,United States of America,2019,Dominican republic,"Los Bejucos, Collection 01, Rizek",65.0,3.75,4,1,1,0,1,0,1,0,creamy,distinct,dried fruit,
1116,2390,Kah Kow - USA,Dominican republic,2019,Dominican republic,Mata Larga,71.5,3.5,3,1,1,0,0,0,1,0,creamy,balanced,fig,cocoa
1117,2394,Kah Kow - USA,Dominican republic,2019,Dominican republic,El Antiguo (Monet Plata & Duarte ),70.0,3.0,3,1,1,0,0,0,1,0,sandy,sweet,acidic,
1118,2454,Kah Kow - USA,United States of America,2019,Dominican republic,"El Valle, Collection 01, Rizek",72.0,3.0,4,1,1,0,1,0,1,0,creamy,black tea,vegetal,
1119,2334,Kaitxo,Spain,2019,Tanzania,"Morogoro, Kamili, Kilombero Valley, batch 13",75.0,3.25,3,1,1,0,0,0,1,0,base cocoa,fruit,fatty,
1120,2338,Kaitxo,Spain,2019,Nicaragua,"San Juan Coop, El Castillero",75.0,3.0,3,1,1,0,0,0,1,0,spicy,tobacco,,
1121,2338,Kaitxo,Spain,2019,Peru,"Chulucanas, Piura, Cesar Vallejo-farmer",75.0,3.0,3,1,1,0,0,0,1,0,muted,grapes,astringent,
1122,241,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa's Secret/ original micro,70.0,3.5,4,1,1,1,0,0,1,0,intense,mint,marshmallow,
1123,241,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa 36hr/ W. F. blend prototype,70.0,3.0,4,1,1,1,0,0,1,0,creamy,mild marshmallow,,
1124,248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego 60hr/ W.F. blend prototype,85.0,3.0,4,1,1,1,0,0,1,0,spicy,mild bitter,,
1125,269,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Cacao Nacional W.F.,85.0,3.0,4,1,1,1,0,0,1,0,fruity,floral,cooling sensation,
1126,245,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Roberto,75.0,2.75,4,1,1,1,0,0,1,0,sweet,vanilla,coffee,
1127,248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego 48hr/ W.F. blend prototype,85.0,2.75,4,1,1,1,0,0,1,0,creamy,nutty,bitter,flat
1128,248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego/ original micro,85.0,2.5,4,1,1,1,0,0,1,0,crumbly,vanilla,bitter,
1129,263,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Cacao Nacional W.F.,75.0,2.5,4,1,1,1,0,0,1,0,grassy,earthy,coffee,
1130,1133,Kerchner,United States of America,2013,Dominican republic,"La Red, Project Reserva, Guaconejo",70.0,3.75,3,1,1,0,0,0,1,0,fatty,dark berry,grassy,
1131,431,Ki' Xocolatl,Mexico,2009,Mexico,Dark,72.0,2.0,5,1,1,1,1,0,1,0,sweet,vanilla domintates,nut,
1132,2478,Kin + Pod,Canada,2020,Colombia,"Tumaco, batch 113",70.0,3.25,3,1,1,0,0,0,1,0,poor finish,cocoa,grassy,
1133,1251,Kiskadee,United States of America,2014,Dominican republic,"La Red, Guanconjeco",60.0,3.0,2,1,0,0,0,0,1,0,gritty,overly sweet,citrus,
1134,2016,Krak,Netherlands,2017,Mexico,Xoconusco,70.0,3.25,2,1,0,0,0,0,1,0,medium roast,nutty,,
1135,1968,Krak,Netherlands,2017,Belize,Belize,70.0,3.0,2,1,0,0,0,0,1,0,gritty,sour,berries,
1136,1968,Krak,Netherlands,2017,Vietnam,Vietnam,70.0,3.0,2,1,0,0,0,0,1,0,sticky,molasses,sour,
1137,2044,Krak,Netherlands,2018,Mexico,"Xoconusco, triple turned",70.0,3.75,2,1,0,0,0,0,1,0,intense,high acidity,,
1138,2068,Krak,Netherlands,2018,Philippines,Kablon Farm,70.0,3.25,2,1,0,0,0,0,1,0,nuts,dried fruit,grassy,
1139,2064,Krak,Netherlands,2018,Madagascar,Mava Sa Ferme D'ottange,70.0,3.0,2,1,0,0,0,0,1,0,roasty,nutty,,
1140,2282,Krak,Netherlands,2019,Papua new guinea,Gazelle,70.0,3.25,2,1,0,0,0,0,1,0,astringent,smomkey cocoa,,
1141,2286,Krak,Netherlands,2019,Colombia,H. Betulia B6,70.0,3.0,2,1,0,0,0,0,1,0,light color,,,
1142,1422,Kto,United States of America,2014,Madagascar,Sambirano Valley,72.0,3.25,3,1,1,0,0,0,1,0,strawberry,intense,sour,
1143,1426,Kto,United States of America,2014,Belize,Belize,90.0,3.25,2,1,0,0,0,0,1,0,intense,spicy,pungent,
1144,1426,Kto,United States of America,2014,Dominican republic,Elvesia,72.0,3.25,3,1,1,0,0,0,1,0,spicy,molasses,earthy,
1145,1426,Kto,United States of America,2014,Dominican republic,ROIG,72.0,3.25,3,1,1,0,0,0,1,0,earthy,fatty,tea,
1146,1422,Kto,United States of America,2014,Belize,Belize,72.0,3.0,3,1,1,0,0,0,1,0,nutty,sour milk,,
1147,1422,Kto,United States of America,2014,Venezuela,Ocumare,72.0,2.75,3,1,1,0,0,0,1,0,nutty,pungent,sour,
1148,1422,Kto,United States of America,2014,Peru,San Martin,72.0,2.5,2,1,0,0,0,0,1,0,intense,pungent,tangy,
1149,1852,K'ul,United States of America,2016,Brazil,"Bahia, Fazenda Camboa",70.0,3.75,4,1,1,0,1,0,1,0,creamy,mild flavors,,
1150,1852,K'ul,United States of America,2016,Ecuador,"Los Rios, Hacienda Limon, Heirloom",70.0,3.75,4,1,1,0,1,0,1,0,oranges,,,
1151,1840,K'ul,United States of America,2016,Haiti,"Kafupbo, Petit Bourg, De Borgnes",70.0,3.25,4,1,1,0,1,0,1,0,spicy,vanilla,dairy,
1152,1852,K'ul,United States of America,2016,Peru,"Maranon, Fortunato No. 4",70.0,2.75,4,1,1,0,1,0,1,0,astringent,unbalanced,off,
1153,1359,Kyya,United States of America,2014,Dominican republic,Hispaniola,72.5,3.0,5,1,1,1,0,1,1,0,vanilla,candy-like,sour milk,
1154,1363,Kyya,United States of America,2014,Madagascar,Madagascar,72.5,3.0,5,1,1,1,0,1,1,0,mild vanilla and mild fruit,,,
1155,1359,Kyya,United States of America,2014,Uganda,Uganda,72.5,2.5,5,1,1,1,0,1,1,0,vanilla,earth,cardboard,
1156,1363,Kyya,United States of America,2014,Ecuador,Ecuador,72.5,2.5,5,1,1,1,0,1,1,0,intense,bourbon,vanilla,
1157,431,L.A. Burdick (Felchlin),United States of America,2009,Madagascar,Madagascar,64.0,3.5,5,1,1,1,1,0,1,0,smooth,rich,lemon,
1158,451,L.A. Burdick (Felchlin),United States of America,2009,Bolivia,Bolivian,68.0,3.0,5,1,1,1,1,0,1,0,rich,spice,cheese,
1159,576,L.A. Burdick (Felchlin),United States of America,2010,Dominican republic,Dominican Republic,74.0,3.75,5,1,1,1,1,0,1,0,simple,rich hot cocoa,,
1160,576,L.A. Burdick (Felchlin),United States of America,2010,Grenada,Grenada,75.0,3.25,5,1,1,1,1,0,1,0,creamy,cocoa,spice,
1161,597,L.A. Burdick (Felchlin),United States of America,2010,Venezuela,Venzuela,71.0,3.0,5,1,1,1,1,0,1,0,cocoa,nutty,acidic,burning
1162,682,L.A. Burdick (Felchlin),United States of America,2011,Ecuador,Quito,74.0,3.75,5,1,1,1,1,0,1,0,spicy,roasty,coffee,
1163,891,L.A. Burdick (Felchlin),United States of America,2012,Brazil,Brazil,70.0,4.0,5,1,1,1,1,0,1,0,creamy,woody,nutty,
1164,927,L.A. Burdick (Felchlin),United States of America,2012,Venezuela,Chuao,68.0,3.75,5,1,1,1,1,0,1,0,berry,rich cocoa dominates,,
1165,891,L.A. Burdick (Felchlin),United States of America,2012,Peru,Peru,74.0,3.25,5,1,1,1,1,0,1,0,floral,soapy,earthy,
1166,2426,La Cascade du Chocolat,United States of America,2019,Fiji,"Fiji, batch 51019",68.0,3.0,3,1,1,0,0,0,1,0,unrefined,sweet,basic cocoa,
1167,2138,La Chorena,United States of America,2018,Belize,"Maya Mtn, Toledo",70.0,3.25,4,1,1,0,1,0,1,0,molasses,high acidity,,
1168,2138,La Chorena,United States of America,2018,Guatemala,"Lachua, Cacao Verapaz",70.0,3.25,2,1,0,0,0,0,1,0,tart,molasses,grits,
1169,2138,La Chorena,United States of America,2018,Dominican republic,Oko Caribe,70.0,3.0,2,1,0,0,0,0,1,0,anise,spicy,earthy,
1170,2138,La Chorena,United States of America,2018,Peru,Maranon,75.0,3.0,2,1,0,0,0,0,1,0,earthy,molasses,dried fruit,
1171,2254,La Feverie (Hasnaa),France,2018,Belize,"Maya Mtn, 2017 harvest",70.0,3.5,2,1,0,0,0,0,1,0,fruit,cocoa,grape,
1172,2254,La Feverie (Hasnaa),France,2018,Guatemala,"Asochivite, 2017 harvest",70.0,3.5,2,1,0,0,0,0,1,0,dry,melon,cocoa,
1173,2358,La Feverie (Hasnaa),France,2019,Peru,"Piura Blanco, 2018 harvest",72.0,3.5,2,1,0,0,0,0,1,0,sandy,grapes,,
1174,230,La Maison du Chocolat (Valrhona),France,2008,Blend,"Cuana, 2008, Ven., Indonesia, Ecuad.",74.0,3.5,4,1,1,0,1,0,1,0,roasty,dark berry,rich,
1175,445,La Maison du Chocolat (Valrhona),France,2009,Blend,Orinoco,60.0,3.75,4,1,1,0,1,0,1,0,cocoa,caramel,sweet,
1176,346,La Maison du Chocolat (Valrhona),France,2009,Venezuela,"Porcelana, Pariguan",69.0,3.5,4,1,1,0,1,0,1,0,nutty,grassy,rich cocoa,
1177,346,La Maison du Chocolat (Valrhona),France,2009,Ghana,Akosombo,68.0,3.25,4,1,1,0,1,0,1,0,rich cocoa,burning sensation,,
1178,439,La Maison du Chocolat (Valrhona),France,2009,Blend,Kuruba,60.0,3.0,4,1,1,0,1,0,1,0,rich,sweet,cocoa,intense
1179,741,La Maison du Chocolat (Valrhona),France,2011,Grenada,Grenada,68.0,3.5,4,1,1,0,1,0,1,0,rich,vegetal,banana,spice
1180,891,La Maison du Chocolat (Valrhona),France,2012,Dominican republic,Loma Sotavento,66.0,3.5,4,1,1,0,1,0,1,0,nutty,pear,sour milk,
1181,1145,La Maison du Chocolat (Valrhona),France,2013,Tobago,Tobago,60.0,3.25,4,1,1,0,1,0,1,0,creamy,rich,dairy,nutty
1182,1189,La Maison du Chocolat (Valrhona),France,2013,Ecuador,"Acarigua, w/ nibs",56.0,3.25,4,1,1,0,1,0,1,0,sweet,nutty,cocoa,
1183,1121,La Maison du Chocolat (Valrhona),France,2013,Blend,"Cuana, 2013, Africa, Carribean, C. Am.",74.0,2.75,4,1,1,0,1,0,1,0,brownie,cocoa,sour,sweet
1184,2182,La Rifa,Mexico,2018,Mexico,"Almendra Blanca, Blanco Marfil, Jimenez Garcia",70.0,3.5,2,1,0,0,0,0,1,0,rich cocoa,mild fruit & nut,,
1185,2186,La Rifa,Mexico,2018,Mexico,"Uranga, Chiapas, Jimenez Garcia farm",70.0,3.5,2,1,0,0,0,0,1,0,citrus,prononced orange,,
1186,2186,La Rifa,Mexico,2018,Mexico,"Xoconusco, Chiapas, Coop CASFA",70.0,3.0,2,1,0,0,0,0,1,0,mild hammy,roasty,sour,
1187,1434,Laia aka Chat-Noir,France,2014,Cuba,Cuba,70.0,2.75,4,1,1,0,1,0,1,0,fatty,roasty,coffee,off note
1188,1438,Laia aka Chat-Noir,France,2014,Blend,Trinidad-Tobago,68.0,2.75,4,1,1,0,1,0,1,0,nutty,woody,leathery,
1189,1642,Laia aka Chat-Noir,France,2015,Vietnam,"Lam Dong, Batch 153",75.0,3.75,4,1,1,0,1,0,1,0,creamy,mild honey,floral,
1190,1638,Laia aka Chat-Noir,France,2015,Sao tome,"Sao Tome, Batch 151",75.0,3.5,4,1,1,0,1,0,1,0,rich,roasty,nutty,smoke
1191,1590,Laia aka Chat-Noir,France,2015,Peru,"Peru, Batch 51/100",75.0,3.25,4,1,1,0,1,0,1,0,sandy,fatty,roasty,fruit
1192,1642,Laia aka Chat-Noir,France,2015,Brazil,"Bahia, Batch 148",75.0,3.25,4,1,1,0,1,0,1,0,smokey,rich cocoa,spice,
1193,1590,Laia aka Chat-Noir,France,2015,Cuba,"Cuba, Batch 59/100",75.0,3.0,4,1,1,0,1,0,1,0,slight burnt,astringent,fruit,
1194,1594,Laia aka Chat-Noir,France,2015,Ivory coast,"Ivory Coast, Batch 56/100",75.0,3.0,4,1,1,0,1,0,1,0,roasty,nutty,rich cocoa,
1195,1590,Laia aka Chat-Noir,France,2015,Madagascar,"Madagascar, Batch 59/100",75.0,2.75,4,1,1,0,1,0,1,0,roasty,sour,cardboard,
1196,1590,Laia aka Chat-Noir,France,2015,Vietnam,"Vietnam, Batch 50/100",75.0,2.75,4,1,1,0,1,0,1,0,gritty,roasty,waxy,off
1197,833,L'Amourette,United States of America,2012,Venezuela,Carenero Superior,75.0,3.0,5,1,1,1,1,0,1,0,chalky,fatty,sweet,
1198,833,L'Amourette,United States of America,2012,Venezuela,Rio Caribe,75.0,3.0,5,1,1,1,1,0,1,0,chalky,cocoa,tangy,
1199,853,L'Amourette,United States of America,2012,Blend,"Peru, Ecuador, Venezuela",72.0,3.0,5,1,1,1,1,0,1,0,fatty,nutty,woody,
1200,1784,L'Amourette,United States of America,2016,Nicaragua,Rugoso,80.0,3.5,2,1,0,0,0,0,1,0,spicy,grassy,roasty,
1201,2048,Land,United Kingdom,2018,Nicaragua,"Nicaliso, Bocay",73.0,3.5,3,1,1,0,0,0,1,0,complex,dairy,roasty,
1202,2048,Land,United Kingdom,2018,Honduras,San Pedro Sula,70.0,3.25,3,1,1,0,0,0,1,0,sandy,rich cocoa,,
1203,2048,Land,United Kingdom,2018,Nicaragua,Nueva Guinea,71.0,3.0,3,1,1,0,0,0,1,0,simple,earthy,cocoa,
1204,1972,Landmark (Amano),United States of America,2017,Bolivia,"Tranquilidad, Itinez Province",74.0,3.75,3,1,1,0,0,0,1,0,well balanced,melon,,
1205,2266,Legast,Belgium,2019,Peru,Piura,70.0,3.5,3,1,1,0,0,0,1,0,sandy,light color,grape,
1206,2262,Legast,Belgium,2019,Costa rica,Upala,70.0,3.25,3,1,1,0,0,0,1,0,base cocoa,mild ham,woody,
1207,2266,Legast,Belgium,2019,Colombia,"Chucuri, finca los lagos el Carmen",70.0,2.75,3,1,1,0,0,0,1,0,sandy,off,hammy,
1208,1371,Letterpress,United States of America,2014,Peru,Maranura,70.0,3.5,2,1,0,0,0,0,1,0,intense,sticky,cocoa,
1209,1562,Letterpress,United States of America,2015,Trinidad,"San Juan Estate, Gran Couva",70.0,3.5,2,1,0,0,0,0,1,0,cocoa,spice,fruit,
1210,1566,Letterpress,United States of America,2015,Tanzania,Kokoa Kamili,70.0,3.5,2,1,0,0,0,0,1,0,subtle,spicy,banana,
1211,1562,Letterpress,United States of America,2015,Bolivia,Beniamo,70.0,3.25,2,1,0,0,0,0,1,0,dried fruit,nutty,mushroom,
1212,1566,Letterpress,United States of America,2015,Dominican republic,"La Red, Guaconejo",70.0,3.25,2,1,0,0,0,0,1,0,red fruit,brownie,,
1213,1566,Letterpress,United States of America,2015,Costa rica,San Andres,70.0,3.0,2,1,0,0,0,0,1,0,roasty,black pepper,woody,
1214,1728,Letterpress,United States of America,2016,Liberia,Liberia,70.0,3.25,2,1,0,0,0,0,1,0,floral,black licorice,,
1215,1984,Letterpress,United States of America,2017,Peru,Ucayali,70.0,4.0,3,1,1,0,0,0,1,0,mild,licorice,coffee,cocoa
1216,1952,Letterpress,United States of America,2017,Honduras,"La Masica, Batch 7, FHIA",70.0,3.5,2,1,0,0,0,0,1,0,strong raspberry,mocha,,
1217,1952,Letterpress,United States of America,2017,Belize,"Maya Mtn, Batch 18, Heirloom",70.0,3.25,2,1,0,0,0,0,1,0,smokey,mild berry,,
1218,2122,Letterpress,United States of America,2018,Ghana,Ashanti,70.0,3.75,3,1,1,0,0,0,1,0,brownie,,,
1219,2338,Letterpress,United States of America,2019,Jamaica,"Bachelor's Hall, batch 0001",70.0,3.25,3,1,1,0,0,0,1,0,woody,mocha,molasses,
1220,2442,Letterpress,United States of America,2019,Bolvia,"Tranquilidad, beniano",70.0,3.25,3,1,1,0,0,0,1,0,spoiled milk,sweet,molasses,
1221,1231,Levy,Finland,2014,Madagascar,Sambirano,71.0,3.5,3,1,1,0,0,0,1,0,sandy,citrus,,
1222,1856,Lilla,Finland,2016,Madagascar,Madagascar,70.0,3.0,2,1,0,0,0,0,1,0,sweet edge,bright fruit,off,
1223,903,Lillie Belle,United States of America,2012,Peru,La Selva,68.0,3.75,2,1,0,0,0,0,1,0,rich cocoa,spicy edge,,
1224,855,Lillie Belle,United States of America,2012,Peru,Perfect Illusion,65.0,3.5,2,1,0,0,0,0,1,0,creamy,strawberry,cocoa,
1225,903,Lillie Belle,United States of America,2012,Bolivia,"Bolivia, Wild Thing",68.0,3.5,2,1,0,0,0,0,1,0,fatty,nutty,melon like,
1226,947,Lillie Belle,United States of America,2012,Bolivia,Wild Thing,68.0,3.5,2,1,0,0,0,0,1,0,fatty,grassy,cocoa,
1227,947,Lillie Belle,United States of America,2012,Dominican republic,"The Other One, Grand Cru",74.0,3.0,2,1,0,0,0,0,1,0,fatty,roasty,cocoa,
1228,947,Lillie Belle,United States of America,2012,Blend,"Purple Haze, Venezuela, Dom. Rep.",75.0,2.75,2,1,0,0,0,0,1,0,grits,roasted,nutty,
1229,157,Lindt & Sprungli,Switzerland,2007,Blend,Excellence (US Version),85.0,3.0,4,1,1,1,0,0,1,0,harsh burnt,mild cocoa,tang,
1230,1049,Loiza,Puerto rico,2013,Puerto rico,Puerto Rico,65.0,2.5,5,1,1,1,1,0,1,0,black pepper,vanilla,harsh,
1231,1097,Lonohana,United States of America,2013,U.s.a.,"Hawai'i Island, Hawaiian Crown, Kona Vanilla",70.0,3.5,4,1,1,1,0,0,1,0,sandy,floral,vanilla,candy
1232,1093,Lonohana,United States of America,2013,U.s.a.,"O'ahu Island, Opaeula Estate, Nene, CG Exclusive",71.0,3.0,4,1,1,1,0,0,1,0,aluminum,mild coffee,roasty,
1233,1097,Lonohana,United States of America,2013,U.s.a.,"O'ahu Island, Opaeula Estate, Ele'ele",72.0,3.0,4,1,1,1,0,0,1,0,strong,brandy,smoke,
1234,1383,Lonohana,United States of America,2014,U.s.a.,"O'ahu Island, Haleiwa, Lonohana E., Kanahiku",70.0,3.75,2,1,0,0,0,0,1,0,spicy,candied,complex,
1235,1395,Lonohana,United States of America,2014,U.s.a.,"O'ahu Island, Haleiwa E, 2014",75.0,3.75,4,1,1,1,0,0,1,0,dairy,pudding,,
1236,1395,Lonohana,United States of America,2014,U.s.a.,"O'ahu Island, Haleiwa E, 2014",65.0,3.25,4,1,1,1,0,0,1,0,sweet,candy-like,nutty,
1237,1502,Love Bar,United States of America,2015,Nicaragua,Nicaragua,75.0,2.0,2,1,0,0,0,0,1,0,multiple off flavors,metallic,,
1238,2198,Love Brown,Taiwan,2018,Nicaragua,Chuno,78.0,3.5,2,1,0,0,0,0,1,0,intense mocha flavor,,,
1239,2198,Love Brown,Taiwan,2018,Nicaragua,O'Payo,80.0,3.25,2,1,0,0,0,0,1,0,nutty,mild dairy,,
1240,2194,Love Brown,Taiwan,2018,Sumatra,Sumatra,70.0,3.0,2,1,0,0,0,0,1,0,smokey,earthy,cocoa,
1241,2194,Love Brown,Taiwan,2018,Nicaragua,Medalla,75.0,2.5,2,1,0,0,0,0,1,0,potting soil,,,
1242,1976,Luisa Abram,Brazil,2017,Brazil,"Rio Purus, 2016 Harvest",81.0,3.25,2,1,0,0,0,0,1,0,oily,burnt,earthy,
1243,2238,Luisa Abram,Brazil,2018,Brazil,"Rio Acara, Wild Amazon",70.0,3.0,2,1,0,0,0,0,1,0,rustic,basic cocoa,earthy,
